streamer_name,vod_id,target_offset,review_label,training_label,review_notes,source_run,dataset_index,score,twitch_url
arky,2840052504,8093,uncertain,,,live-shadow-window-v2,,0.4958574,https://www.twitch.tv/videos/2840052504?t=2h14m53s
arky,2840052504,8213,positive,1,,live-shadow-window-v2,,0.5335233,https://www.twitch.tv/videos/2840052504?t=2h16m53s
arky,2840052504,8326,positive,1,,live-shadow-window-v2,,0.5076934,https://www.twitch.tv/videos/2840052504?t=2h18m45s
arky,2840052504,8453,uncertain,,,live-shadow-window-v2,,0.5021988,https://www.twitch.tv/videos/2840052504?t=2h20m53s
arky,2840052504,8558,positive,1,,live-shadow-window-v2,,0.50511724,https://www.twitch.tv/videos/2840052504?t=2h22m38s
arky,2840052504,8721,uncertain,,,live-shadow-window-v2,,0.4972981,https://www.twitch.tv/videos/2840052504?t=2h25m20s
arky,2840052504,8806,positive,1,,live-shadow-window-v2,,0.4957709,https://www.twitch.tv/videos/2840052504?t=2h26m45s
arky,2840052504,8888,positive,1,,live-shadow-window-v2,,0.50016755,https://www.twitch.tv/videos/2840052504?t=2h28m8s
arky,2840052504,8971,uncertain,,,live-shadow-window-v2,,0.4929527,https://www.twitch.tv/videos/2840052504?t=2h29m30s
arky,2840052504,9081,positive,1,,live-shadow-window-v2,,0.503419,https://www.twitch.tv/videos/2840052504?t=2h31m20s
arky,2840052504,9166,uncertain,,,live-shadow-window-v2,,0.49338686,https://www.twitch.tv/videos/2840052504?t=2h32m45s
arky,2840052504,9268,uncertain,,,live-shadow-window-v2,,0.4822483,https://www.twitch.tv/videos/2840052504?t=2h34m28s
arky,2840052504,9368,uncertain,,,live-shadow-window-v2,,0.5265295,https://www.twitch.tv/videos/2840052504?t=2h36m8s
arky,2840052504,9478,uncertain,,,live-shadow-window-v2,,0.57142013,https://www.twitch.tv/videos/2840052504?t=2h37m58s
arky,2840052504,9776,uncertain,,,live-shadow-window-v2,,0.4861227,https://www.twitch.tv/videos/2840052504?t=2h42m55s
arky,2840052504,9856,uncertain,,,live-shadow-window-v2,,0.48946884,https://www.twitch.tv/videos/2840052504?t=2h44m15s
jasontheween,2796640014,2404,uncertain,,,window-v2-harvest-seed0,8980,0.773117184638977,https://www.twitch.tv/videos/2796640014?t=0h40m4s
jasontheween,2796640014,4736,uncertain,,no vod,window-v2-harvest-seed0,8997,0.8105464577674866,https://www.twitch.tv/videos/2796640014?t=1h18m56s
jasontheween,2796640014,15224,uncertain,,,window-v2-harvest-seed0,8926,0.7847533822059631,https://www.twitch.tv/videos/2796640014?t=4h13m44s
jasontheween,2796640014,15675,uncertain,,,window-v2-harvest-seed0,8930,0.7760083079338074,https://www.twitch.tv/videos/2796640014?t=4h21m15s
jasontheween,2796640014,18501,uncertain,,no vod,window-v2-harvest-seed0,8944,0.8084465265274048,https://www.twitch.tv/videos/2796640014?t=5h8m21s
jasontheween,2796640014,21298,uncertain,,no vod,window-v2-harvest-seed0,8962,0.8048843145370483,https://www.twitch.tv/videos/2796640014?t=5h54m58s
jasontheween,2815402269,8593,positive,1,,window-v2-harvest-seed0,13621,0.813827633857727,https://www.twitch.tv/videos/2815402269?t=2h23m13s
jasontheween,2815402269,18755,positive,1,huge LOL spams,window-v2-harvest-seed0,13543,0.7954616546630859,https://www.twitch.tv/videos/2815402269?t=5h12m35s
jasontheween,2815402269,25488,positive,1,LOL LO SON spams,window-v2-harvest-seed0,13574,0.7990313172340393,https://www.twitch.tv/videos/2815402269?t=7h4m48s
jasontheween,2815402269,26817,positive,1,good emote spams,window-v2-harvest-seed0,13582,0.7904099225997925,https://www.twitch.tv/videos/2815402269?t=7h26m57s
jasontheween,2835603219,6308,positive,1,huge emote spams,window-v2-harvest-seed0,18952,0.7967970967292786,https://www.twitch.tv/videos/2835603219?t=1h45m8s
jasontheween,2835603219,7482,positive,1,,window-v2-harvest-seed0,18959,0.8463403582572937,https://www.twitch.tv/videos/2835603219?t=2h4m42s
jasontheween,2835603219,7491,uncertain,,no vod,window-v2-harvest-seed0,18960,0.8293484449386597,https://www.twitch.tv/videos/2835603219?t=2h4m51s
jynxzi,2826361729,14775,hard_negative,0,no patterns,window-v2-harvest-seed0,16445,0.7967672944068909,https://www.twitch.tv/videos/2826361729?t=4h6m15s
jynxzi,2826361729,18400,hard_negative,0,chat spamming press x not a good emote spam,window-v2-harvest-seed0,16451,0.8039111495018005,https://www.twitch.tv/videos/2826361729?t=5h6m40s
jynxzi,2827193552,11718,positive,1,heart eyes spam,window-v2-harvest-seed0,16564,0.8101029396057129,https://www.twitch.tv/videos/2827193552?t=3h15m18s
jynxzi,2828828854,266,hard_negative,0,,window-v2-harvest-seed0,17141,0.7721003890037537,https://www.twitch.tv/videos/2828828854?t=0h4m26s
jynxzi,2828828854,4324,hard_negative,0,chat spamming answers to questions,window-v2-harvest-seed0,17143,0.7862953543663025,https://www.twitch.tv/videos/2828828854?t=1h12m4s
jynxzi,2828828854,5947,hard_negative,0,chat spamming answers to questions,window-v2-harvest-seed0,17147,0.7871848940849304,https://www.twitch.tv/videos/2828828854?t=1h39m7s
jynxzi,2830551367,733,hard_negative,0,good activity but dumb emote (scuba),window-v2-harvest-seed0,17501,0.7870374321937561,https://www.twitch.tv/videos/2830551367?t=0h12m13s
jynxzi,2834693815,2137,hard_negative,0,,window-v2-harvest-seed0,18584,0.8054935336112976,https://www.twitch.tv/videos/2834693815?t=0h35m37s
jynxzi,2834693815,4646,hard_negative,0,,window-v2-harvest-seed0,18604,0.7771980166435242,https://www.twitch.tv/videos/2834693815?t=1h17m26s
jynxzi,2834693815,10117,positive,1,,window-v2-harvest-seed0,18553,0.8172986507415771,https://www.twitch.tv/videos/2834693815?t=2h48m37s
jynxzi,2834693815,12016,hard_negative,0,WW spam,window-v2-harvest-seed0,18558,0.7747141122817993,https://www.twitch.tv/videos/2834693815?t=3h20m16s
jynxzi,2840790128,12097,positive,1,,live-shadow-window-v2,,0.55459136,https://www.twitch.tv/videos/2840790128?t=3h21m36s
jynxzi,2840790128,12172,uncertain,,,live-shadow-window-v2,,0.52681977,https://www.twitch.tv/videos/2840790128?t=3h22m51s
jynxzi,2840790128,12439,positive,1,,live-shadow-window-v2,,0.56173617,https://www.twitch.tv/videos/2840790128?t=3h27m19s
jynxzi,2840790128,12764,positive,1,,live-shadow-window-v2,,0.50024945,https://www.twitch.tv/videos/2840790128?t=3h32m44s
jynxzi,2840790128,13104,hard_negative,0,,live-shadow-window-v2,,0.50230747,https://www.twitch.tv/videos/2840790128?t=3h38m24s
jynxzi,2840790128,13462,positive,1,,live-shadow-window-v2,,0.59112203,https://www.twitch.tv/videos/2840790128?t=3h44m21s
jynxzi,2840790128,13802,positive,1,HUGEspams,live-shadow-window-v2,,0.52903128,https://www.twitch.tv/videos/2840790128?t=3h50m1s
jynxzi,2840790128,13949,hard_negative,0,emoteonlymodeon,live-shadow-window-v2,,0.50563478,https://www.twitch.tv/videos/2840790128?t=3h52m29s
jynxzi,2840790128,14057,hard_negative,0,,live-shadow-window-v2,,0.50400883,https://www.twitch.tv/videos/2840790128?t=3h54m16s
jynxzi,2840790128,14337,hard_negative,0,WWspams,live-shadow-window-v2,,0.50570971,https://www.twitch.tv/videos/2840790128?t=3h58m56s
jynxzi,2840790128,14887,hard_negative,0,,live-shadow-window-v2,,0.48334107,https://www.twitch.tv/videos/2840790128?t=4h8m6s
jynxzi,2840790128,14982,hard_negative,0,,live-shadow-window-v2,,0.52568525,https://www.twitch.tv/videos/2840790128?t=4h9m41s
jynxzi,2840790128,15087,uncertain,,,live-shadow-window-v2,,0.4917433,https://www.twitch.tv/videos/2840790128?t=4h11m26s
jynxzi,2840790128,15494,positive,1,,live-shadow-window-v2,,0.53362805,https://www.twitch.tv/videos/2840790128?t=4h18m14s
jynxzi,2840790128,15812,positive,1,,live-shadow-window-v2,,0.48730114,https://www.twitch.tv/videos/2840790128?t=4h23m31s
jynxzi,2840790128,15887,positive,1,,live-shadow-window-v2,,0.53448951,https://www.twitch.tv/videos/2840790128?t=4h24m46s
jynxzi,2840790128,15997,hard_negative,0,,live-shadow-window-v2,,0.53824544,https://www.twitch.tv/videos/2840790128?t=4h26m36s
jynxzi,2840790128,17024,uncertain,,,live-shadow-window-v2,,0.48799312,https://www.twitch.tv/videos/2840790128?t=4h43m44s
jynxzi,2840790128,17454,hard_negative,0,,live-shadow-window-v2,,0.50502664,https://www.twitch.tv/videos/2840790128?t=4h50m54s
jynxzi,2840790128,17572,positive,1,,live-shadow-window-v2,,0.49242848,https://www.twitch.tv/videos/2840790128?t=4h52m51s
jynxzi,2840790128,17669,hard_negative,0,,live-shadow-window-v2,,0.493929,https://www.twitch.tv/videos/2840790128?t=4h54m29s
jynxzi,2840790128,17822,uncertain,,,live-shadow-window-v2,,0.48147693,https://www.twitch.tv/videos/2840790128?t=4h57m1s
jynxzi,2840790128,18082,positive,1,,live-shadow-window-v2,,0.51814955,https://www.twitch.tv/videos/2840790128?t=5h1m21s
jynxzi,2840790128,18159,uncertain,,,live-shadow-window-v2,,0.49261919,https://www.twitch.tv/videos/2840790128?t=5h2m39s
jynxzi,2840790128,18327,positive,1,,live-shadow-window-v2,,0.49071583,https://www.twitch.tv/videos/2840790128?t=5h5m26s
jynxzi,2840790128,18524,uncertain,,,live-shadow-window-v2,,0.48972088,https://www.twitch.tv/videos/2840790128?t=5h8m44s
jynxzi,2840790128,18807,positive,1,,live-shadow-window-v2,,0.5064007,https://www.twitch.tv/videos/2840790128?t=5h13m26s
jynxzi,2840790128,18892,hard_negative,0,,live-shadow-window-v2,,0.49604654,https://www.twitch.tv/videos/2840790128?t=5h14m51s
jynxzi,2840790128,19114,uncertain,,,live-shadow-window-v2,,0.48859221,https://www.twitch.tv/videos/2840790128?t=5h18m34s
jynxzi,2840790128,19202,hard_negative,0,,live-shadow-window-v2,,0.52798396,https://www.twitch.tv/videos/2840790128?t=5h20m1s
jynxzi,2844403169,8366,hard_negative,0,chat is spamming giants answering jynxzi's question,window-v2-harvest-seed0,20740,0.7956644296646118,https://www.twitch.tv/videos/2844403169?t=2h19m26s
lacy,2821378338,134791,positive,1,,window-v2-harvest-seed0,14640,0.7773468494415283,https://www.twitch.tv/videos/2821378338?t=37h26m31s
lacy,2836816957,1539,hard_negative,0,no patterns,window-v2-harvest-seed0,19172,0.7717426419258118,https://www.twitch.tv/videos/2836816957?t=0h25m39s
lacy,2841913164,5338,positive,1,,live-shadow-window-v2,,0.54662305,https://www.twitch.tv/videos/2841913164?t=1h28m58s
lacy,2841913164,5418,positive,1,,live-shadow-window-v2,,0.53284323,https://www.twitch.tv/videos/2841913164?t=1h30m18s
lacy,2841913164,5546,positive,1,,live-shadow-window-v2,,0.54800683,https://www.twitch.tv/videos/2841913164?t=1h32m25s
lacy,2841913164,5628,positive,1,,live-shadow-window-v2,,0.49316221,https://www.twitch.tv/videos/2841913164?t=1h33m48s
lacy,2841913164,5731,hard_negative,0,justWWspams,live-shadow-window-v2,,0.51086593,https://www.twitch.tv/videos/2841913164?t=1h35m30s
lacy,2841913164,5858,positive,1,,live-shadow-window-v2,,0.51790547,https://www.twitch.tv/videos/2841913164?t=1h37m38s
lacy,2841913164,5941,positive,1,,live-shadow-window-v2,,0.48610976,https://www.twitch.tv/videos/2841913164?t=1h39m0s
lacy,2841913164,6023,positive,1,,live-shadow-window-v2,,0.49647626,https://www.twitch.tv/videos/2841913164?t=1h40m23s
lacy,2841913164,6168,uncertain,,,live-shadow-window-v2,,0.5163731,https://www.twitch.tv/videos/2841913164?t=1h42m48s
lacy,2841913164,6246,uncertain,,,live-shadow-window-v2,,0.49702162,https://www.twitch.tv/videos/2841913164?t=1h44m5s
lacy,2841913164,6341,positive,1,,live-shadow-window-v2,,0.52476543,https://www.twitch.tv/videos/2841913164?t=1h45m40s
lacy,2841913164,6453,positive,1,,live-shadow-window-v2,,0.4876712,https://www.twitch.tv/videos/2841913164?t=1h47m33s
lacy,2841913164,6548,positive,1,,live-shadow-window-v2,,0.50697589,https://www.twitch.tv/videos/2841913164?t=1h49m8s
lacy,2841913164,6698,uncertain,,,live-shadow-window-v2,,0.49216583,https://www.twitch.tv/videos/2841913164?t=1h51m38s
lacy,2841913164,6788,positive,1,,live-shadow-window-v2,,0.48345903,https://www.twitch.tv/videos/2841913164?t=1h53m8s
lacy,2841913164,6901,positive,1,,live-shadow-window-v2,,0.48210752,https://www.twitch.tv/videos/2841913164?t=1h55m0s
lacy,2841913164,7013,positive,1,,live-shadow-window-v2,,0.52398133,https://www.twitch.tv/videos/2841913164?t=1h56m53s
lacy,2841913164,7118,uncertain,,,live-shadow-window-v2,,0.48689222,https://www.twitch.tv/videos/2841913164?t=1h58m38s
lacy,2841913164,7261,positive,1,,live-shadow-window-v2,,0.50265694,https://www.twitch.tv/videos/2841913164?t=2h1m0s
lacy,2841913164,7411,uncertain,,,live-shadow-window-v2,,0.54075956,https://www.twitch.tv/videos/2841913164?t=2h3m30s
lacy,2841913164,7528,positive,1,,live-shadow-window-v2,,0.49283075,https://www.twitch.tv/videos/2841913164?t=2h5m28s
lacy,2841913164,7631,uncertain,,,live-shadow-window-v2,,0.48955277,https://www.twitch.tv/videos/2841913164?t=2h7m10s
lacy,2841913164,7776,positive,1,,live-shadow-window-v2,,0.48485091,https://www.twitch.tv/videos/2841913164?t=2h9m35s
lacy,2841913164,7856,hard_negative,0,nopatterns,live-shadow-window-v2,,0.50110793,https://www.twitch.tv/videos/2841913164?t=2h10m55s
lacy,2841913164,7938,positive,1,,live-shadow-window-v2,,0.50384963,https://www.twitch.tv/videos/2841913164?t=2h12m18s
lacy,2841913164,8078,uncertain,,,live-shadow-window-v2,,0.48218286,https://www.twitch.tv/videos/2841913164?t=2h14m38s
lacy,2841913164,8156,positive,1,,live-shadow-window-v2,,0.48202705,https://www.twitch.tv/videos/2841913164?t=2h15m55s
lacy,2841913164,8238,uncertain,,,live-shadow-window-v2,,0.55618674,https://www.twitch.tv/videos/2841913164?t=2h17m18s
lacy,2841913164,8361,uncertain,,,live-shadow-window-v2,,0.48222533,https://www.twitch.tv/videos/2841913164?t=2h19m20s
lacy,2841913164,8578,uncertain,,,live-shadow-window-v2,,0.54608351,https://www.twitch.tv/videos/2841913164?t=2h22m58s
lacy,2841913164,8653,positive,1,,live-shadow-window-v2,,0.55028486,https://www.twitch.tv/videos/2841913164?t=2h24m13s
lacy,2841913164,11510,hard_negative,0,no pattern at all,window-v2-harvest-seed0,20275,0.7720752358436584,https://www.twitch.tv/videos/2841913164?t=3h11m50s
lacy,2841913164,12119,hard_negative,0,WW spams,window-v2-harvest-seed0,20277,0.8168734908103943,https://www.twitch.tv/videos/2841913164?t=3h21m59s
lacy,2846267244,20924,hard_negative,0,"chat spamming ""drew x jason"" and ""drew live"" which is a very specific spam like WW so hard negative",window-v2-harvest-seed0,21083,0.8136439323425293,https://www.twitch.tv/videos/2846267244?t=5h48m44s
marlon,2840140888,45,hard_negative,0,start_stream,live-shadow-window-v2,,0.4932036,https://www.twitch.tv/videos/2840140888?t=0h0m44s
marlon,2840140888,280,hard_negative,0,Lspam,live-shadow-window-v2,,0.5276313,https://www.twitch.tv/videos/2840140888?t=0h4m39s
marlon,2840140888,1137,uncertain,,fewLOLs,live-shadow-window-v2,,0.49958014,https://www.twitch.tv/videos/2840140888?t=0h18m57s
marlon,2840140888,2882,hard_negative,0,WWgiftspams,live-shadow-window-v2,,0.50671977,https://www.twitch.tv/videos/2840140888?t=0h48m2s
marlon,2840140888,4237,hard_negative,0,WWStreamSpams.,live-shadow-window-v2,,0.4988241,https://www.twitch.tv/videos/2840140888?t=1h10m37s
plaqueboymax,2829844988,16890,positive,1,Classic emote spam,window-v2-harvest-seed0,17394,0.780659019947052,https://www.twitch.tv/videos/2829844988?t=4h41m30s
plaqueboymax,2839245460,11622,positive,1,good emote spams,window-v2-harvest-seed0,19853,0.793134331703186,https://www.twitch.tv/videos/2839245460?t=3h13m42s
plaqueboymax,2839245460,14067,positive,1,good emote spams,window-v2-harvest-seed0,19871,0.7886731028556824,https://www.twitch.tv/videos/2839245460?t=3h54m27s
plaqueboymax,2839245460,18990,positive,1,,window-v2-harvest-seed0,19908,0.8032752871513367,https://www.twitch.tv/videos/2839245460?t=5h16m30s
plaqueboymax,2845491370,1539,hard_negative,0,WW spam,window-v2-harvest-seed0,20940,0.7879436612129211,https://www.twitch.tv/videos/2845491370?t=0h25m39s
stableronaldo,2775224892,1577,uncertain,,,stableronaldo,2545,0.7874322533607483,https://www.twitch.tv/videos/2775224892?t=0h26m17s
stableronaldo,2775224892,29815,uncertain,,vod unavailable,stableronaldo,2554,0.7542616128921509,https://www.twitch.tv/videos/2775224892?t=8h16m55s
stableronaldo,2776819377,5025,positive,1,ron tries compression shirt,stableronaldo,2648,0.7798111438751221,https://www.twitch.tv/videos/2776819377?t=1h23m45s
stableronaldo,2776819377,6292,positive,1,prank,stableronaldo,2649,0.7999586462974548,https://www.twitch.tv/videos/2776819377?t=1h44m52s
stableronaldo,2778341408,13021,positive,1,kill that boy emote spammed good clip,stableronaldo,2696,0.7729833126068115,https://www.twitch.tv/videos/2778341408?t=3h37m1s
stableronaldo,2779433147,7379,positive,1,LOL spams,stableronaldo,2805,0.7537938356399536,https://www.twitch.tv/videos/2779433147?t=2h2m59s
stableronaldo,2781573897,1099,positive,1,mmm spam,stableronaldo,2899,0.7503721117973328,https://www.twitch.tv/videos/2781573897?t=0h18m19s
stableronaldo,2781573897,14997,positive,1,good emote spam,stableronaldo,2901,0.7499434351921082,https://www.twitch.tv/videos/2781573897?t=4h9m57s
stableronaldo,2781573897,25070,positive,1,WHATTT spammed,stableronaldo,2905,0.7554757595062256,https://www.twitch.tv/videos/2781573897?t=6h57m50s
stableronaldo,2788671778,4649,positive,1,good clip everyone spamming OOOO,stableronaldo,3294,0.7562254667282104,https://www.twitch.tv/videos/2788671778?t=1h17m29s
stableronaldo,2789500465,11803,positive,1,HUGE LOL spam but not a great visually/audio-wise clip but inevitable,stableronaldo,3307,0.7675530910491943,https://www.twitch.tv/videos/2789500465?t=3h16m43s
stableronaldo,2790341918,2423,positive,1,hilarious clip good LOL spams,stableronaldo,3365,0.7492788434028625,https://www.twitch.tv/videos/2790341918?t=0h40m23s
stableronaldo,2790341918,8837,hard_negative,0,Ron was just listening to music,stableronaldo,3375,0.799081563949585,https://www.twitch.tv/videos/2790341918?t=2h27m17s
stableronaldo,2791962111,585,uncertain,,everyone spamming sus not really a clip but not bad,stableronaldo,3511,0.7596359252929688,https://www.twitch.tv/videos/2791962111?t=0h9m45s
stableronaldo,2791962111,3002,hard_negative,0,Ron just saying laugh to the chat,stableronaldo,3504,0.8075237274169922,https://www.twitch.tv/videos/2791962111?t=0h50m2s
stableronaldo,2791962111,10002,positive,1,funny clip,stableronaldo,3488,0.7661395072937012,https://www.twitch.tv/videos/2791962111?t=2h46m42s
stableronaldo,2792798822,707,hard_negative,0,,stableronaldo,3668,0.7932273149490356,https://www.twitch.tv/videos/2792798822?t=0h11m47s
stableronaldo,2792798822,5886,positive,1,funny fncs,stableronaldo,3665,0.7777464389801025,https://www.twitch.tv/videos/2792798822?t=1h38m6s
stableronaldo,2794388947,161,hard_negative,0,start of stream so chat is hyped + chat was just spamming mexico won their WC game,stableronaldo,3828,0.8049430847167969,https://www.twitch.tv/videos/2794388947?t=0h2m41s
stableronaldo,2794388947,328,hard_negative,0,just spamming sad spongebobs,stableronaldo,3835,0.7769888639450073,https://www.twitch.tv/videos/2794388947?t=0h5m28s
stableronaldo,2794388947,2044,positive,1,ron x vivet funny chat reaction,stableronaldo,3829,0.7773064374923706,https://www.twitch.tv/videos/2794388947?t=0h34m4s
stableronaldo,2794388947,4958,hard_negative,0,,stableronaldo,3838,0.7855964303016663,https://www.twitch.tv/videos/2794388947?t=1h22m38s
stableronaldo,2794388947,5707,uncertain,,Ron reacting to a video,stableronaldo,3842,0.7963680624961853,https://www.twitch.tv/videos/2794388947?t=1h35m7s
stableronaldo,2794388947,6215,uncertain,,WHATTT emote was spammed a lot which was good but clip was questionable,stableronaldo,3843,0.7746128439903259,https://www.twitch.tv/videos/2794388947?t=1h43m35s
stableronaldo,2794388947,9415,positive,1,good emote spams like LOL and PARDON?,stableronaldo,3853,0.7557463645935059,https://www.twitch.tv/videos/2794388947?t=2h36m55s
stableronaldo,2794388947,9439,positive,1,aura emote spam very good,stableronaldo,3854,0.7735273838043213,https://www.twitch.tv/videos/2794388947?t=2h37m19s
stableronaldo,2796591824,373,hard_negative,0,start of stream,stableronaldo,4287,0.7806982398033142,https://www.twitch.tv/videos/2796591824?t=0h6m13s
stableronaldo,2796591824,701,positive,1,motivational speech + funny chat reaction,stableronaldo,4304,0.7785860896110535,https://www.twitch.tv/videos/2796591824?t=0h11m41s
stableronaldo,2796591824,9572,positive,1,aura crowd moment,stableronaldo,4315,0.7876256704330444,https://www.twitch.tv/videos/2796591824?t=2h39m32s
stableronaldo,2796591824,9786,positive,1,good SAJ emote spam,stableronaldo,4316,0.7493543028831482,https://www.twitch.tv/videos/2796591824?t=2h43m6s
stableronaldo,2796591824,10034,positive,1,taw emote spammed,stableronaldo,4189,0.7731798887252808,https://www.twitch.tv/videos/2796591824?t=2h47m14s
stableronaldo,2796591824,19841,positive,1,huge LOL spams and a good clip aswell,stableronaldo,4222,0.755463182926178,https://www.twitch.tv/videos/2796591824?t=5h30m41s
stableronaldo,2796591824,19978,positive,1,glazing a lot of minion laughing,stableronaldo,4223,0.7768101096153259,https://www.twitch.tv/videos/2796591824?t=5h32m58s
stableronaldo,2796591824,20807,hard_negative,0,not really funny clip,stableronaldo,4229,0.7636293768882751,https://www.twitch.tv/videos/2796591824?t=5h46m47s
stableronaldo,2796591824,20917,positive,1,funny clip and good emote spam,stableronaldo,4230,0.7744515538215637,https://www.twitch.tv/videos/2796591824?t=5h48m37s
stableronaldo,2796591824,24361,uncertain,,chat spamming FOCUS which could be good maybe not a clip,stableronaldo,4240,0.7560945749282837,https://www.twitch.tv/videos/2796591824?t=6h46m1s
stableronaldo,2796591824,25277,positive,1,good spam for lacy reaction,stableronaldo,4243,0.7624454498291016,https://www.twitch.tv/videos/2796591824?t=7h1m17s
stableronaldo,2796591824,26063,positive,1,LOL and SON spam is good,stableronaldo,4247,0.7534334063529968,https://www.twitch.tv/videos/2796591824?t=7h14m23s
stableronaldo,2796591824,34178,positive,1,LOL spam very good clip,stableronaldo,4272,0.760890781879425,https://www.twitch.tv/videos/2796591824?t=9h29m38s
stableronaldo,2797479810,883,hard_negative,0,,stableronaldo,4678,0.7557463049888611,https://www.twitch.tv/videos/2797479810?t=0h14m43s
stableronaldo,2797479810,7044,hard_negative,0,chat was just spamming because ron asked a question,stableronaldo,4673,0.7620809078216553,https://www.twitch.tv/videos/2797479810?t=1h57m24s
stableronaldo,2799075309,1628,uncertain,,,stableronaldo,4951,0.7819616198539734,https://www.twitch.tv/videos/2799075309?t=0h27m8s
stableronaldo,2799075309,1723,uncertain,,Ws being spammed but not a great clip,stableronaldo,4954,0.7512335181236267,https://www.twitch.tv/videos/2799075309?t=0h28m43s
stableronaldo,2799075309,3410,uncertain,,could be a good clip but chat reaction is good,stableronaldo,4985,0.7538142800331116,https://www.twitch.tv/videos/2799075309?t=0h56m50s
stableronaldo,2799874966,344,positive,1,everyone was spamming yet but it was coincidentally a good clip,stableronaldo,5274,0.769878625869751,https://www.twitch.tv/videos/2799874966?t=0h5m44s
stableronaldo,2799874966,1328,positive,1,OOOO emote spammed an announcement was made,stableronaldo,5266,0.7709469795227051,https://www.twitch.tv/videos/2799874966?t=0h22m8s
stableronaldo,2799874966,7490,positive,1,spongebob soundtrack,stableronaldo,5284,0.7833579778671265,https://www.twitch.tv/videos/2799874966?t=2h4m50s
stableronaldo,2803060964,6718,positive,1,ron fortnite,stableronaldo,5610,0.7543451189994812,https://www.twitch.tv/videos/2803060964?t=1h51m58s
stableronaldo,2803060964,7074,uncertain,,,window-v2-harvest-seed0,10339,0.7917069792747498,https://www.twitch.tv/videos/2803060964?t=1h57m54s
stableronaldo,2803060964,22562,positive,1,SAJ emote spammed good sad ron clip,stableronaldo,5594,0.7688095569610596,https://www.twitch.tv/videos/2803060964?t=6h16m2s
stableronaldo,2803060964,22696,positive,1,mmm emote spam good motivational clip,stableronaldo,5595,0.7644593119621277,https://www.twitch.tv/videos/2803060964?t=6h18m16s
stableronaldo,2805250919,5631,hard_negative,0,67 spam not a good clip,stableronaldo,6029,0.7510573267936707,https://www.twitch.tv/videos/2805250919?t=1h33m51s
stableronaldo,2805250919,33681,positive,1,crazy hiding spot,stableronaldo,6020,0.7778958678245544,https://www.twitch.tv/videos/2805250919?t=9h21m21s
stableronaldo,2805250919,35433,hard_negative,0,WW spam,window-v2-harvest-seed0,10826,0.7854217886924744,https://www.twitch.tv/videos/2805250919?t=9h50m33s
stableronaldo,2807580607,62,hard_negative,0,start of stream so people are naturally hype spamming emotes,stableronaldo,6439,0.7711696624755859,https://www.twitch.tv/videos/2807580607?t=0h1m2s
stableronaldo,2809091239,374,positive,1,SAJ spam,stableronaldo,6613,0.7651793956756592,https://www.twitch.tv/videos/2809091239?t=0h6m14s
stableronaldo,2809091239,403,uncertain,,,stableronaldo,6616,0.7778908610343933,https://www.twitch.tv/videos/2809091239?t=0h6m43s
